id,shop_id,category_id,name,description,base_price,sale_price,image_url,rating_avg,rating_count,sold_count,prepare_time_min,spicy_level,calories_estimate,portion_size,is_available,is_signature,is_combo,created_at,updated_at
item_014_003,shop_014,cat_014_01,Burger nấm chay,"Burger nấm chay tại Burger Station Q1. Tags: chay, dễ ăn. Mức cay 0/5.",69000,59000,https://cdn.mock.local/items/item_014_003.jpg,4.1,328,955,20,0,752,1-2 người,1,1,0,2024-04-06T12:00:00+07:00,2026-05-27T12:00:00+07:00
item_014_004,shop_014,cat_014_02,Khoai tây chiên lớn,Khoai tây chiên lớn tại Burger Station Q1. Tags: ăn vặt. Mức cay 0/5.,39000,,https://cdn.mock.local/items/item_014_004.jpg,4.1,232,2437,22,0,370,2 người,1,0,0,2024-04-06T12:00:00+07:00,2026-05-27T12:00:00+07:00
item_014_005,shop_014,cat_014_03,Combo burger bò,"Combo burger bò tại Burger Station Q1. Tags: combo, ăn trưa. Mức cay 0/5.",109000,,https://cdn.mock.local/items/item_014_005.jpg,4.1,590,2080,14,0,796,nhỏ,0,0,1,2024-04-06T12:00:00+07:00,2026-05-27T12:00:00+07:00
item_014_006,shop_014,cat_014_04,Soda chanh,Soda chanh tại Burger Station Q1. Tags: đồ uống. Mức cay 0/5.,25000,,https://cdn.mock.local/items/item_014_006.jpg,4.2,268,562,23,0,184,nhỏ,1,0,0,2024-04-06T12:00:00+07:00,2026-05-27T12:00:00+07:00
item_015_001,shop_015,cat_015_01,Cơm gà Hải Nam,"Cơm gà Hải Nam tại Cơm Gà Hải Nam Singapore. Tags: dễ ăn, ăn trưa. Mức cay 0/5.",69000,,https://cdn.mock.local/items/item_015_001.jpg,4.5,438,191,14,0,855,1-2 người,1,1,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_015_002,shop_015,cat_015_01,Cơm gà quay mật ong,"Cơm gà quay mật ong tại Cơm Gà Hải Nam Singapore. Tags: đậm vị, no lâu. Mức cay 0/5.",79000,73000,https://cdn.mock.local/items/item_015_002.jpg,4.4,157,1496,14,0,327,lớn,1,1,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_015_003,shop_015,cat_015_01,Cơm gà xối mỡ,"Cơm gà xối mỡ tại Cơm Gà Hải Nam Singapore. Tags: giòn, ăn trưa. Mức cay 0/5.",75000,68000,https://cdn.mock.local/items/item_015_003.jpg,4.5,325,617,5,0,338,lớn,1,0,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_015_004,shop_015,cat_015_02,Gỏi gà xé phay,Gỏi gà xé phay tại Cơm Gà Hải Nam Singapore. Tags: ít dầu mỡ. Mức cay 0/5.,59000,54000,https://cdn.mock.local/items/item_015_004.jpg,4.3,84,2218,4,0,583,lớn,1,0,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_015_005,shop_015,cat_015_03,Canh cải thịt bằm,Canh cải thịt bằm tại Cơm Gà Hải Nam Singapore. Tags: món phụ. Mức cay 0/5.,30000,,https://cdn.mock.local/items/item_015_005.jpg,4.6,301,3931,15,0,357,lớn,1,0,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_015_006,shop_015,cat_015_04,Trà tắc mật ong,Trà tắc mật ong tại Cơm Gà Hải Nam Singapore. Tags: đồ uống. Mức cay 0/5.,22000,21000,https://cdn.mock.local/items/item_015_006.jpg,4.3,207,718,12,0,379,lớn,1,0,0,2023-11-21T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_001,shop_016,cat_016_01,Bún đậu mẹt đầy đủ,"Bún đậu mẹt đầy đủ tại Bún Đậu Mắm Tôm Hà Nội. Tags: ăn nhóm, bán chạy. Mức cay 0/5.",89000,,https://cdn.mock.local/items/item_016_001.jpg,4.9,809,3641,21,0,578,1 người,1,1,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_002,shop_016,cat_016_01,Bún đậu thịt luộc,Bún đậu thịt luộc tại Bún Đậu Mắm Tôm Hà Nội. Tags: món Bắc. Mức cay 0/5.,65000,,https://cdn.mock.local/items/item_016_002.jpg,5.0,509,1059,14,0,611,1-2 người,1,0,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_003,shop_016,cat_016_01,Bún đậu chả cốm,Bún đậu chả cốm tại Bún Đậu Mắm Tôm Hà Nội. Tags: đậm vị. Mức cay 0/5.,69000,66000,https://cdn.mock.local/items/item_016_003.jpg,5.0,983,3171,19,0,657,lớn,1,1,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_004,shop_016,cat_016_02,Nem chua rán,Nem chua rán tại Bún Đậu Mắm Tôm Hà Nội. Tags: ăn vặt. Mức cay 0/5.,49000,,https://cdn.mock.local/items/item_016_004.jpg,5.0,932,2554,21,0,425,nhỏ,1,0,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_005,shop_016,cat_016_03,Đậu hũ chiên thêm,Đậu hũ chiên thêm tại Bún Đậu Mắm Tôm Hà Nội. Tags: topping. Mức cay 0/5.,25000,,https://cdn.mock.local/items/item_016_005.jpg,5.0,840,2516,12,0,96,2 người,1,1,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_016_006,shop_016,cat_016_04,Nước mơ Hà Nội,Nước mơ Hà Nội tại Bún Đậu Mắm Tôm Hà Nội. Tags: đồ uống. Mức cay 0/5.,25000,22000,https://cdn.mock.local/items/item_016_006.jpg,5.0,45,2914,19,0,281,1 người,1,0,0,2024-07-02T12:00:00+07:00,2026-05-19T12:00:00+07:00
item_017_001,shop_017,cat_017_01,Trà sữa trân châu đường đen,"Trà sữa trân châu đường đen tại Trà Sữa Moon Tea. Tags: bán chạy, ngọt. Mức cay 0/5.",45000,,https://cdn.mock.local/items/item_017_001.jpg,4.5,217,3211,22,0,228,vừa,1,1,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_017_002,shop_017,cat_017_01,Trà sữa ô long kem cheese,"Trà sữa ô long kem cheese tại Trà Sữa Moon Tea. Tags: béo, đồ uống. Mức cay 0/5.",49000,,https://cdn.mock.local/items/item_017_002.jpg,4.6,287,3171,13,0,61,nhỏ,0,1,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_017_003,shop_017,cat_017_02,Trà đào cam sả,Trà đào cam sả tại Trà Sữa Moon Tea. Tags: giải khát. Mức cay 0/5.,42000,,https://cdn.mock.local/items/item_017_003.jpg,4.5,259,3289,22,0,709,1-2 người,1,0,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_017_004,shop_017,cat_017_01,Matcha latte,Matcha latte tại Trà Sữa Moon Tea. Tags: ngọt nhẹ. Mức cay 0/5.,52000,,https://cdn.mock.local/items/item_017_004.jpg,4.9,177,131,20,0,124,nhỏ,0,0,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_017_005,shop_017,cat_017_03,Topping trân châu trắng,Topping trân châu trắng tại Trà Sữa Moon Tea. Tags: topping. Mức cay 0/5.,10000,9000,https://cdn.mock.local/items/item_017_005.jpg,4.6,328,1577,19,0,196,2 người,1,0,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_017_006,shop_017,cat_017_04,Sữa tươi đường đen,"Sữa tươi đường đen tại Trà Sữa Moon Tea. Tags: ngọt, bán chạy. Mức cay 0/5.",47000,42000,https://cdn.mock.local/items/item_017_006.jpg,4.5,113,953,12,0,193,vừa,1,1,0,2025-01-13T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_018_001,shop_018,cat_018_01,Cháo sườn quẩy,"Cháo sườn quẩy tại Cháo Sườn Chú Tư. Tags: dễ ăn, ăn sáng. Mức cay 0/5.",39000,,https://cdn.mock.local/items/item_018_001.jpg,4.6,647,3060,19,0,786,2 người,1,1,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_018_002,shop_018,cat_018_01,Cháo thịt bằm trứng bắc thảo,Cháo thịt bằm trứng bắc thảo tại Cháo Sườn Chú Tư. Tags: ấm bụng. Mức cay 0/5.,45000,43000,https://cdn.mock.local/items/item_018_002.jpg,4.9,381,3220,22,0,734,nhỏ,1,0,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_018_003,shop_018,cat_018_01,Cháo gà xé nấm,"Cháo gà xé nấm tại Cháo Sườn Chú Tư. Tags: dễ ăn, ít dầu mỡ. Mức cay 0/5.",49000,44000,https://cdn.mock.local/items/item_018_003.jpg,4.7,697,2322,20,0,478,vừa,1,0,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_018_004,shop_018,cat_018_02,Súp cua,Súp cua tại Cháo Sườn Chú Tư. Tags: ăn nhẹ. Mức cay 0/5.,35000,33000,https://cdn.mock.local/items/item_018_004.jpg,4.8,209,1941,17,0,596,1-2 người,1,0,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_018_005,shop_018,cat_018_03,Quẩy thêm,Quẩy thêm tại Cháo Sườn Chú Tư. Tags: topping. Mức cay 0/5.,10000,,https://cdn.mock.local/items/item_018_005.jpg,5.0,497,3785,22,0,233,nhỏ,1,0,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_018_006,shop_018,cat_018_04,Sữa đậu xanh,Sữa đậu xanh tại Cháo Sườn Chú Tư. Tags: đồ uống. Mức cay 0/5.,18000,15000,https://cdn.mock.local/items/item_018_006.jpg,5.0,356,539,14,0,412,lớn,1,1,0,2023-08-12T12:00:00+07:00,2026-05-24T12:00:00+07:00
item_019_001,shop_019,cat_019_01,Cơm niêu cá kho tộ,"Cơm niêu cá kho tộ tại Cơm Niêu Nhà Quê. Tags: đậm vị, ăn trưa. Mức cay 1/5.",79000,73000,https://cdn.mock.local/items/item_019_001.jpg,4.7,474,1009,17,1,607,vừa,1,1,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_019_002,shop_019,cat_019_01,Cơm niêu thịt kho trứng,"Cơm niêu thịt kho trứng tại Cơm Niêu Nhà Quê. Tags: món Việt, no lâu. Mức cay 0/5.",75000,,https://cdn.mock.local/items/item_019_002.jpg,4.6,615,2093,19,0,530,2 người,1,0,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_019_003,shop_019,cat_019_01,Cơm niêu gà kho gừng,"Cơm niêu gà kho gừng tại Cơm Niêu Nhà Quê. Tags: ấm bụng, đậm vị. Mức cay 1/5.",79000,,https://cdn.mock.local/items/item_019_003.jpg,4.7,44,2478,17,1,823,1-2 người,1,0,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_019_004,shop_019,cat_019_02,Rau muống xào tỏi,Rau muống xào tỏi tại Cơm Niêu Nhà Quê. Tags: món phụ. Mức cay 0/5.,39000,,https://cdn.mock.local/items/item_019_004.jpg,5.0,1021,2012,21,0,824,1-2 người,1,0,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_019_005,shop_019,cat_019_03,Canh chua cá,Canh chua cá tại Cơm Niêu Nhà Quê. Tags: món Việt. Mức cay 1/5.,45000,38000,https://cdn.mock.local/items/item_019_005.jpg,4.6,797,2993,19,1,439,lớn,1,0,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_019_006,shop_019,cat_019_04,Nước sâm bí đao,Nước sâm bí đao tại Cơm Niêu Nhà Quê. Tags: đồ uống. Mức cay 0/5.,18000,,https://cdn.mock.local/items/item_019_006.jpg,4.8,701,1871,14,0,395,vừa,1,0,0,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
item_020_001,shop_020,cat_020_01,Bánh canh cua đặc biệt,"Bánh canh cua đặc biệt tại Bánh Canh Cua 79. Tags: hải sản, bán chạy. Mức cay 1/5.",79000,,https://cdn.mock.local/items/item_020_001.jpg,4.6,45,3664,12,1,804,lớn,1,1,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_020_002,shop_020,cat_020_01,Bánh canh giò heo,Bánh canh giò heo tại Bánh Canh Cua 79. Tags: no lâu. Mức cay 0/5.,65000,55000,https://cdn.mock.local/items/item_020_002.jpg,4.2,223,33,16,0,450,2 người,1,0,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_020_003,shop_020,cat_020_01,Bánh canh tôm thịt,Bánh canh tôm thịt tại Bánh Canh Cua 79. Tags: món nước. Mức cay 1/5.,69000,,https://cdn.mock.local/items/item_020_003.jpg,4.2,97,174,15,1,868,nhỏ,1,0,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_020_004,shop_020,cat_020_02,Cua thêm,"Cua thêm tại Bánh Canh Cua 79. Tags: topping, hải sản. Mức cay 0/5.",45000,,https://cdn.mock.local/items/item_020_004.jpg,4.4,398,3076,11,0,204,1-2 người,1,0,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_020_005,shop_020,cat_020_02,Bánh quẩy,Bánh quẩy tại Bánh Canh Cua 79. Tags: topping. Mức cay 0/5.,12000,,https://cdn.mock.local/items/item_020_005.jpg,4.5,400,409,9,0,169,vừa,1,1,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_020_006,shop_020,cat_020_03,Rau má đậu xanh,Rau má đậu xanh tại Bánh Canh Cua 79. Tags: đồ uống. Mức cay 0/5.,25000,,https://cdn.mock.local/items/item_020_006.jpg,4.3,275,855,10,0,325,1-2 người,1,0,0,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
item_021_001,shop_021,cat_021_01,Pad Thai tôm,"Pad Thai tôm tại Bếp Thái Tuk Tuk. Tags: món Thái, hải sản. Mức cay 2/5.",89000,80000,https://cdn.mock.local/items/item_021_001.jpg,4.8,550,2575,28,2,340,2 người,1,1,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_021_002,shop_021,cat_021_02,Cơm gà sốt basil cay,"Cơm gà sốt basil cay tại Bếp Thái Tuk Tuk. Tags: cay, ăn trưa. Mức cay 4/5.",79000,73000,https://cdn.mock.local/items/item_021_002.jpg,4.8,981,864,23,4,329,1-2 người,1,0,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_021_003,shop_021,cat_021_03,Tom Yum hải sản,"Tom Yum hải sản tại Bếp Thái Tuk Tuk. Tags: chua cay, hải sản. Mức cay 4/5.",99000,91000,https://cdn.mock.local/items/item_021_003.jpg,4.6,685,2686,28,4,575,lớn,1,1,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_021_004,shop_021,cat_021_04,Gỏi xoài cá trê,"Gỏi xoài cá trê tại Bếp Thái Tuk Tuk. Tags: chua ngọt, đậm vị. Mức cay 2/5.",85000,,https://cdn.mock.local/items/item_021_004.jpg,4.6,1123,154,24,2,861,nhỏ,1,0,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_021_005,shop_021,cat_021_05,Xôi xoài,"Xôi xoài tại Bếp Thái Tuk Tuk. Tags: ngọt, tráng miệng. Mức cay 0/5.",55000,,https://cdn.mock.local/items/item_021_005.jpg,4.9,947,3973,29,0,550,1-2 người,1,0,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_021_006,shop_021,cat_021_06,Trà sữa Thái xanh,Trà sữa Thái xanh tại Bếp Thái Tuk Tuk. Tags: đồ uống. Mức cay 0/5.,39000,36000,https://cdn.mock.local/items/item_021_006.jpg,4.7,13,3352,24,0,252,1 người,0,1,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
item_022_001,shop_022,cat_022_01,Mì trộn bò cay,"Mì trộn bò cay tại Mì Trộn Indomie House. Tags: cay, rẻ. Mức cay 3/5.",49000,,https://cdn.mock.local/items/item_022_001.jpg,4.8,597,2350,18,3,561,lớn,1,1,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_022_002,shop_022,cat_022_01,Mì trộn gà trứng,"Mì trộn gà trứng tại Mì Trộn Indomie House. Tags: rẻ, dễ ăn. Mức cay 1/5.",45000,,https://cdn.mock.local/items/item_022_002.jpg,4.5,978,961,28,1,897,vừa,1,0,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_022_003,shop_022,cat_022_01,Mì trộn hải sản,Mì trộn hải sản tại Mì Trộn Indomie House. Tags: hải sản. Mức cay 2/5.,59000,,https://cdn.mock.local/items/item_022_003.jpg,4.4,181,576,18,2,328,2 người,1,0,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_022_004,shop_022,cat_022_01,Mì trộn phô mai,"Mì trộn phô mai tại Mì Trộn Indomie House. Tags: béo, ăn vặt. Mức cay 1/5.",52000,49000,https://cdn.mock.local/items/item_022_004.jpg,4.6,525,3106,20,1,890,1 người,1,0,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_022_005,shop_022,cat_022_02,Xúc xích thêm,Xúc xích thêm tại Mì Trộn Indomie House. Tags: topping. Mức cay 0/5.,15000,,https://cdn.mock.local/items/item_022_005.jpg,4.7,935,2654,27,0,297,2 người,1,0,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_022_006,shop_022,cat_022_03,Trà chanh,Trà chanh tại Mì Trộn Indomie House. Tags: đồ uống. Mức cay 0/5.,18000,,https://cdn.mock.local/items/item_022_006.jpg,4.4,691,2087,25,0,259,nhỏ,1,0,0,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_023_001,shop_023,cat_023_01,Xôi gà xé,"Xôi gà xé tại Xôi Mặn Cô Ba. Tags: ăn sáng, no lâu. Mức cay 0/5.",35000,,https://cdn.mock.local/items/item_023_001.jpg,4.3,161,2923,17,0,339,vừa,1,1,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_023_002,shop_023,cat_023_01,Xôi mặn thập cẩm,"Xôi mặn thập cẩm tại Xôi Mặn Cô Ba. Tags: bán chạy, rẻ. Mức cay 0/5.",40000,34000,https://cdn.mock.local/items/item_023_002.jpg,4.5,53,2139,12,0,570,vừa,1,1,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_023_003,shop_023,cat_023_01,Xôi xá xíu,Xôi xá xíu tại Xôi Mặn Cô Ba. Tags: đậm vị. Mức cay 0/5.,42000,,https://cdn.mock.local/items/item_023_003.jpg,4.2,375,2559,13,0,649,1-2 người,1,0,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_023_004,shop_023,cat_023_01,Xôi chay nấm,"Xôi chay nấm tại Xôi Mặn Cô Ba. Tags: chay, rẻ. Mức cay 0/5.",35000,33000,https://cdn.mock.local/items/item_023_004.jpg,4.3,448,1457,17,0,661,2 người,1,0,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_023_005,shop_023,cat_023_02,Chả lụa thêm,Chả lụa thêm tại Xôi Mặn Cô Ba. Tags: topping. Mức cay 0/5.,12000,10000,https://cdn.mock.local/items/item_023_005.jpg,4.4,488,1785,14,0,123,vừa,1,0,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_023_006,shop_023,cat_023_03,Sữa mè đen,Sữa mè đen tại Xôi Mặn Cô Ba. Tags: đồ uống. Mức cay 0/5.,18000,,https://cdn.mock.local/items/item_023_006.jpg,4.4,57,178,7,0,90,lớn,1,0,0,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
item_024_001,shop_024,cat_024_01,Bún riêu cua đầy đủ,"Bún riêu cua đầy đủ tại Bún Riêu Cua Đồng. Tags: món nước, bán chạy. Mức cay 1/5.",55000,,https://cdn.mock.local/items/item_024_001.jpg,4.4,993,3362,14,1,882,nhỏ,1,1,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_024_002,shop_024,cat_024_01,Bún riêu ốc,"Bún riêu ốc tại Bún Riêu Cua Đồng. Tags: hải sản, đậm vị. Mức cay 1/5.",59000,,https://cdn.mock.local/items/item_024_002.jpg,4.5,937,378,21,1,840,nhỏ,1,0,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_024_003,shop_024,cat_024_01,Bún riêu chả,Bún riêu chả tại Bún Riêu Cua Đồng. Tags: dễ ăn. Mức cay 1/5.,52000,44000,https://cdn.mock.local/items/item_024_003.jpg,4.2,258,2117,11,1,402,lớn,1,0,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_024_004,shop_024,cat_024_02,Đậu hũ thêm,Đậu hũ thêm tại Bún Riêu Cua Đồng. Tags: topping. Mức cay 0/5.,10000,,https://cdn.mock.local/items/item_024_004.jpg,4.5,309,3704,22,0,205,1 người,1,0,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_024_005,shop_024,cat_024_02,Rau thêm,"Rau thêm tại Bún Riêu Cua Đồng. Tags: topping, healthy. Mức cay 0/5.",8000,,https://cdn.mock.local/items/item_024_005.jpg,4.3,1103,3321,19,0,193,1-2 người,1,0,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_024_006,shop_024,cat_024_03,Nước tắc,Nước tắc tại Bún Riêu Cua Đồng. Tags: đồ uống. Mức cay 0/5.,15000,14000,https://cdn.mock.local/items/item_024_006.jpg,4.4,1025,1377,21,0,295,1-2 người,1,0,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_025_001,shop_025,cat_025_01,Chicken kebab wrap,"Chicken kebab wrap tại Kebab & Wrap Corner. Tags: giao nhanh, ăn trưa. Mức cay 1/5.",69000,,https://cdn.mock.local/items/item_025_001.jpg,4.7,287,3679,19,1,682,2 người,1,1,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_025_002,shop_025,cat_025_01,Beef kebab wrap,"Beef kebab wrap tại Kebab & Wrap Corner. Tags: no lâu, đậm vị. Mức cay 1/5.",79000,,https://cdn.mock.local/items/item_025_002.jpg,4.9,359,3073,21,1,444,nhỏ,0,0,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_025_003,shop_025,cat_025_01,Falafel wrap chay,"Falafel wrap chay tại Kebab & Wrap Corner. Tags: chay, healthy. Mức cay 0/5.",65000,,https://cdn.mock.local/items/item_025_003.jpg,4.9,649,351,17,0,259,2 người,1,0,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_025_004,shop_025,cat_025_02,Kebab plate bò,Kebab plate bò tại Kebab & Wrap Corner. Tags: protein cao. Mức cay 1/5.,99000,,https://cdn.mock.local/items/item_025_004.jpg,4.9,1035,1191,27,1,829,nhỏ,0,0,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_025_005,shop_025,cat_025_03,Hummus pita,"Hummus pita tại Kebab & Wrap Corner. Tags: ăn nhẹ, chay. Mức cay 0/5.",49000,44000,https://cdn.mock.local/items/item_025_005.jpg,4.6,1022,908,20,0,814,lớn,1,0,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_025_006,shop_025,cat_025_04,Soda bạc hà,Soda bạc hà tại Kebab & Wrap Corner. Tags: đồ uống. Mức cay 0/5.,30000,,https://cdn.mock.local/items/item_025_006.jpg,4.6,159,1267,20,0,375,1 người,1,0,0,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
item_026_001,shop_026,cat_026_01,Cơm gà sốt tiêu đen,"Cơm gà sốt tiêu đen tại Cơm Văn Phòng Bento Việt. Tags: ăn trưa, no lâu. Mức cay 1/5.",59000,,https://cdn.mock.local/items/item_026_001.jpg,3.9,745,881,24,1,640,2 người,1,1,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_026_002,shop_026,cat_026_01,Cơm bò xào lúc lắc,Cơm bò xào lúc lắc tại Cơm Văn Phòng Bento Việt. Tags: protein cao. Mức cay 0/5.,69000,,https://cdn.mock.local/items/item_026_002.jpg,4.3,292,3698,22,0,622,lớn,1,0,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_026_003,shop_026,cat_026_01,Cơm cá basa sốt cà,Cơm cá basa sốt cà tại Cơm Văn Phòng Bento Việt. Tags: dễ ăn. Mức cay 0/5.,59000,,https://cdn.mock.local/items/item_026_003.jpg,3.9,839,3834,23,0,448,vừa,1,0,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_026_004,shop_026,cat_026_01,Cơm sườn ram mặn,Cơm sườn ram mặn tại Cơm Văn Phòng Bento Việt. Tags: đậm vị. Mức cay 0/5.,62000,,https://cdn.mock.local/items/item_026_004.jpg,3.9,296,164,22,0,439,2 người,1,1,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_026_005,shop_026,cat_026_02,Combo cơm + canh + nước,"Combo cơm + canh + nước tại Cơm Văn Phòng Bento Việt. Tags: combo, ăn trưa. Mức cay 0/5.",79000,,https://cdn.mock.local/items/item_026_005.jpg,3.9,143,2792,18,0,926,1 người,1,0,1,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_026_006,shop_026,cat_026_03,Canh rong biển,Canh rong biển tại Cơm Văn Phòng Bento Việt. Tags: món phụ. Mức cay 0/5.,25000,,https://cdn.mock.local/items/item_026_006.jpg,4.0,488,2525,21,0,594,vừa,1,1,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
item_027_001,shop_027,cat_027_01,Ốc hương rang muối ớt,"Ốc hương rang muối ớt tại Ốc Đêm Sài Gòn. Tags: cay, hải sản. Mức cay 4/5.",99000,,https://cdn.mock.local/items/item_027_001.jpg,4.3,557,2673,16,4,682,vừa,1,1,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_027_002,shop_027,cat_027_02,Nghêu hấp Thái,"Nghêu hấp Thái tại Ốc Đêm Sài Gòn. Tags: chua cay, hải sản. Mức cay 3/5.",79000,,https://cdn.mock.local/items/item_027_002.jpg,4.4,243,2421,13,3,455,vừa,0,0,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_027_003,shop_027,cat_027_02,Sò điệp nướng mỡ hành,Sò điệp nướng mỡ hành tại Ốc Đêm Sài Gòn. Tags: đậm vị. Mức cay 1/5.,89000,,https://cdn.mock.local/items/item_027_003.jpg,4.4,737,3706,17,1,371,nhỏ,1,0,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_027_004,shop_027,cat_027_02,Càng ghẹ rang me,"Càng ghẹ rang me tại Ốc Đêm Sài Gòn. Tags: chua ngọt, cao cấp. Mức cay 2/5.",119000,101000,https://cdn.mock.local/items/item_027_004.jpg,4.0,528,2625,24,2,807,nhỏ,1,0,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_027_005,shop_027,cat_027_03,Bánh mì chấm sốt,Bánh mì chấm sốt tại Ốc Đêm Sài Gòn. Tags: topping. Mức cay 0/5.,10000,,https://cdn.mock.local/items/item_027_005.jpg,4.2,961,3799,13,0,251,lớn,1,0,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
item_027_006,shop_027,cat_027_04,Nước ngọt lon,Nước ngọt lon tại Ốc Đêm Sài Gòn. Tags: đồ uống. Mức cay 0/5.,18000,,https://cdn.mock.local/items/item_027_006.jpg,4.2,939,2100,25,0,60,1-2 người,1,1,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
